review_id,business_id,stars,sentiment_label,clean_text,processed_text,date
638,ChIJszKWpsSxe0gRY3So8aaaYxY,5,Positive,"lovely room, handy location but it was the service made it for me. after a unfortunate mistake by myself. my booking complications were solved whilst being given some of the best hospitality i've ever received. thanks to ben, stephen,laz and krzysztof you smashed it 👍",lovely room handy location service made unfortunate mistake booking complication solved whilst given best hospitality ever received thanks ben stephen laz krzysztof smashed,11/16/2025 3:00
639,ChIJszKWpsSxe0gRY3So8aaaYxY,3,Neutral,"booked a 55 minute hot stone massage on sunday for £115, which compared to nini spa round the corner is more expensive. the spa itself is lovely and the receptionist was great, however the actual treatment only lasted 40 minutes. when i came out and asked the receptionist if this was correct she said no, it should have been 55 minutes and would get a manager to call me the next day (yesterday) i received no contact which is disappointing as i was looking a new place to get my massages done and the actual massage was good, just wanted the full amount of time i actually paid for!",booked minute hot stone massage sunday compared nini spa round corner expensive spa lovely receptionist great however actual treatment lasted minute came asked receptionist correct said minute would get manager call next day yesterday received contact disappointing looking new place get massage done actual massage good wanted full amount time actually paid,6/10/2025 11:33
640,ChIJszKWpsSxe0gRY3So8aaaYxY,1,Negative,"i visited retreat salon after seeing that it was award-winning, but honestly, i don’t understand what the awards were for. i paid £94 expecting a high-quality facial experience, but what i received was very basic — things i could have easily done myself at home. the treatment included simple makeup removal, face washing, and light exfoliation. no extractions were done, and when i asked the manager, she said: “this is what we offer, we don’t do extractions.” the consultation with the therapist was nothing more than identifying my skin type and asking if i’m on any medication — no real discussion or skin analysis. the facial was supposed to be 50 minutes, but about 20 minutes of it was basic cleansing, and the rest was a very standard scalp and shoulder massage that didn’t feel professional or therapeutic. on top of all that, the therapist had bad breath, which made the experience uncomfortable. i left the salon with my skin still feeling clogged, and the blackheads were still clearly there. for £94, i expected proper care, visible results, and a level of expertise that just wasn’t there. definitely not worth it.",visited retreat salon seeing award winning honestly understand award paid expecting high quality facial experience received basic thing could easily done home treatment included simple makeup removal face washing light exfoliation extraction done asked manager said offer extraction consultation therapist nothing identifying skin type asking medication real discussion skin analysis facial supposed minute minute basic cleansing rest standard scalp shoulder massage feel professional therapeutic top therapist bad breath made experience uncomfortable left salon skin still feeling clogged blackhead still clearly expected proper care visible result level expertise definitely worth,4/5/2025 9:09
641,ChIJszKWpsSxe0gRY3So8aaaYxY,1,Negative,"if you are expecting a spa experience, this isn’t it. there are treatment rooms but no spa facilities, the ‘relaxation room’ is just two beds (not very clean) right next to two of the treatment rooms. there is no spa feel whatsoever. the changing rooms are quite frankly, disgusting. there was dirt, mould, sewerage smell, lack of towels, extremely dated. the water in the showers also had an odd smell to it, i rinsed my hair as i’d got salt in it from the floating tank & my hair smelt like sewer water. the floating tank experience was ok, but the room it was in was small & the shower didn’t work, which meant after the tank, you couldn’t rinse the salt off. due to this, it meant salt went on the bed and floor in the communal areas & the staff member was rude when she saw this. we had lunch in the bar and the food was appalling, unfortunately, i didn’t take a picture but i’d ordered a thai chicken salad and just got given some plain chicken and some raw veg? the staff in the restaurant were also not pleasant. for a 5* hotel, this really isn’t a 5* experience!! for the prices, you can go to a proper spa or even a treatment spa and have a much more enjoyable (& cleaner) experience!!",expecting spa experience treatment room spa facility relaxation room two bed clean right next two treatment room spa feel whatsoever changing room quite frankly disgusting dirt mould sewerage smell lack towel extremely dated water shower also odd smell rinsed hair got salt floating tank hair smelt like sewer water floating tank experience ok room small shower work meant tank rinse salt due meant salt went bed floor communal area staff member rude saw lunch bar food appalling unfortunately take picture ordered thai chicken salad got given plain chicken raw veg staff restaurant also pleasant hotel really experience price go proper spa even treatment spa much enjoyable cleaner experience,3/25/2025 9:19
642,ChIJszKWpsSxe0gRY3So8aaaYxY,5,Positive,"i booked re:treat as one of the activities for my sister's hen party, and i have nothing but positive things to say about the entire experience. natasha, the spa manager, was incredibly helpful and accommodating; nothing was too much effort for her. when our group of 19 arrived, we were greeted with a warm and bubbly welcome. the staff were all very polite and helpful. the facilities were lovely and clean, and our prosecco was waiting for us on ice. we enjoyed body scrubs and neck, shoulder, and back massages, which everyone thoroughly enjoyed. some even said it was the best massage they have ever had. i just want to thank the entire team—natasha, becca, vikky, michelle, jodie, and sophia—for making us feel so welcome and relaxed. i would definitely recommend the re-treat to friends and family. thank you!",booked treat one activity sister hen party nothing positive thing say entire experience natasha spa manager incredibly helpful accommodating nothing much effort group arrived greeted warm bubbly welcome staff polite helpful facility lovely clean prosecco waiting u ice enjoyed body scrub neck shoulder back massage everyone thoroughly enjoyed even said best massage ever want thank entire team natasha becca vikky michelle jodie sophia making u feel welcome relaxed would definitely recommend treat friend family thank,6/26/2024 17:40
643,ChIJMUJt_7qxe0gR019T6-0lnls,5,Positive,"palomas beauty deserves every bit of praise it gets. from the very first moment you walk in, the atmosphere feels welcoming, calming, warm and the most important for me genuinely caring. the customer service, led by grace, is outstanding, the staff set the tone with their professionalism, kindness and attention to detail. grace makes every visit feel personal and is never rushed, and her team follow that example perfectly. the sauna experience is exceptional. it’s deeply relaxing, therapeutic and noticeably improves how i felt both physically and mentally - melts away the stress! after just one session i felt lighter, calmer and revitalised. i don’t generally write reviews but i want to share my experience because the guys deserve a positive review! so, if you need a treatment or massage (massively recommended!) you will definitely be very well looked after here! highly recommended! 👍🏻🙌🏻 - l",palomas beauty deserves every bit praise get first moment walk atmosphere feel welcoming calming warm important genuinely caring customer service led grace outstanding staff set tone professionalism kindness attention detail grace make every visit feel personal never rushed team follow example perfectly sauna experience exceptional deeply relaxing therapeutic noticeably improves felt physically mentally melt away stress one session felt lighter calmer revitalised generally write review want share experience guy deserve positive review need treatment massage massively recommended definitely well looked highly recommended l,12/21/2025 11:36
644,ChIJMUJt_7qxe0gR019T6-0lnls,5,Positive,"i’ve been going to paloma’s beauty for 2 years, and gracie is absolutely amazing. she truly understands what’s right for your skin and always recommends the perfect treatment. she makes sure you feel comfortable, relaxed, and well taken care of every visit. i also had a massage treatment after a bad cold that included cupping, which was incredibly helpful. if you’re into alternative treatments, this is the place to go. highly recommend!",going paloma beauty year gracie absolutely amazing truly understands right skin always recommends perfect treatment make sure feel comfortable relaxed well taken care every visit also massage treatment bad cold included cupping incredibly helpful alternative treatment place go highly recommend,1/13/2026 11:51
645,ChIJMUJt_7qxe0gR019T6-0lnls,5,Positive,"absolutely phenomenal dermalogica facials every single time! i wouid not go or trust anywhere else! grace is so lovely, experienced and knowledgeable. just about to book again for my monthly glow up ♡ thank you ♡",absolutely phenomenal dermalogica facial every single time wouid go trust anywhere else grace lovely experienced knowledgeable book monthly glow thank,1/25/2026 16:09
646,ChIJMUJt_7qxe0gR019T6-0lnls,5,Positive,"i have been coming to grace for facials for the past 7 years and i couldn’t recommend her more. she is incredibly knowledgable, full of advice and knows skin thoroughly. she does dermologica facials and extractions, often noticing subtle changes in my skin and always remembering my skin type and goals. the best facialist in manchester hands down 💆‍♀️🧖‍♀️🧴🧘‍♀️",coming grace facial past year recommend incredibly knowledgable full advice know skin thoroughly dermologica facial extraction often noticing subtle change skin always remembering skin type goal best facialist manchester hand,9/24/2025 12:59
647,ChIJMUJt_7qxe0gR019T6-0lnls,5,Positive,amazing package and treatments. such great value for money. grace was an amazing therapist that went above and beyond. even sharing insights and recommendations on aftercare and ways to look after tense muscles etc other than massage. i will definitely be back.,amazing package treatment great value money grace amazing therapist went beyond even sharing insight recommendation aftercare way look tense muscle etc massage definitely back,9/25/2025 22:02
648,ChIJf80PUbmxe0gRyEMd2d4Kb80,1,Negative,"we paid for a couples massage over 100 pound and there was music blasting the whole time! the worst experience i’ve ever had, we complained the whole time during the massage and after coming out, we expressed how unhappy we were yet again, for the women to give us 25 pound back and essentially told us it’s our fault for not saying stop and to go to the police, absolutely ridiculous customer service care and establishment will never go again.",paid couple massage pound music blasting whole time worst experience ever complained whole time massage coming expressed unhappy yet woman give u pound back essentially told u fault saying stop go police absolutely ridiculous customer service care establishment never go,1/17/2026 17:23
649,ChIJf80PUbmxe0gRyEMd2d4Kb80,1,Negative,"didn’t even want to rate it 1 star. surprised my fella with a couples massage as we’ve been regular customers for a couple of years, to only 5 minutes into the massage there be a loud banging on the walls and very loud music being placed and continued through the whole hour. as we told them the music was annoying us and we couldn’t relax there response was laughing saying “ you should come earlier always loud banging on weekends”. which we know isn’t true as we’ve always come on weekends. when we told the manager about our complaints she was awfully rude and told us “we can only give back 20% as it’s not our fault if you don’t like it get the police involved”. i’m absolutely disgusted in how the manager spoke to us and will not be returning.",even want rate star surprised fella couple massage regular customer couple year minute massage loud banging wall loud music placed continued whole hour told music annoying u relax response laughing saying come earlier always loud banging weekend know true always come weekend told manager complaint awfully rude told u give back fault like get police involved absolutely disgusted manager spoke u returning,1/17/2026 17:49
650,ChIJf80PUbmxe0gRyEMd2d4Kb80,5,Positive,"tucked away in a cute courtyard, really cosy location and the therapists were really sweet. the massage was fantastic, a truly wonderful experience and 100% i will return. if you want the best massage you’ve had in a long time, sarasin spa is the place.",tucked away cute courtyard really cosy location therapist really sweet massage fantastic truly wonderful experience return want best massage long time sarasin spa place,2/24/2025 13:55
651,ChIJf80PUbmxe0gRyEMd2d4Kb80,5,Positive,"i wish there was an option for more stars! i am still at sarasin spa & feel transformed i had to immediate write a review. my mind, body & soul has been revitalised. i feel new & relaxed. the pressure was perfect, the technique was incredible & i was transported to another dimension. i will 💯 percent be returning every time i am in manchester. thank you so much! obsessed! tempted to book another.",wish option star still sarasin spa feel transformed immediate write review mind body soul revitalised feel new relaxed pressure perfect technique incredible transported another dimension percent returning every time manchester thank much obsessed tempted book another,2/24/2025 13:55
652,ChIJf80PUbmxe0gRyEMd2d4Kb80,5,Positive,"i had my first thai massage here today with tina. it was the best thai massage i’ve ever had. the spa is beautiful, tina was so friendly and professional. the treatment was incredible from start to finish and i left feeling like i was floating :) thank you tina and i will be back next month x",first thai massage today tina best thai massage ever spa beautiful tina friendly professional treatment incredible start finish left feeling like floating thank tina back next month x,8/11/2024 18:53
653,ChIJuXrl8JWxe0gRs0oicn73uJI,5,Positive,definitely recommend lvl !!! i’ve had so many lash lifts at other salons and my lashes just don’t lift. this salons lvl technique (done by ishi) is amazing. the ladies are lovely and welcoming and are always asking if i was comfortable. will be coming back here. just bring cash as it’s a £1.50 fee to use card. recommend.,definitely recommend lvl many lash lift salon lash lift salon lvl technique done ishi amazing lady lovely welcoming always asking comfortable coming back bring cash fee use card recommend,10/10/2025 11:12
654,ChIJuXrl8JWxe0gRs0oicn73uJI,5,Positive,"fantastic experience at lilly nail and beauty salon manchester! i had such a wonderful experience at lilly nail and beauty salon. the whole team was incredibly professional, knowledgeable, and friendly from start to finish. ishi did an amazing job on my eyebrows …..she really listened to what i wanted and shaped them perfectly. kady worked on my nails, and i couldn’t be happier. she was precise, patient, and really knows her craft. hallie did my eyelashes, and they turned out beautifully. she made me feel completely comfortable and explained everything throughout the process. everyone here is so welcoming and skilled. i left feeling pampered and confident. highly recommend this salon and these lovely ladies 💕✨",fantastic experience lilly nail beauty salon manchester wonderful experience lilly nail beauty salon whole team incredibly professional knowledgeable friendly start finish ishi amazing job eyebrow really listened wanted shaped perfectly kady worked nail happier precise patient really know craft hallie eyelash turned beautifully made feel completely comfortable explained everything throughout process everyone welcoming skilled left feeling pampered confident highly recommend salon lovely lady,12/12/2025 13:53
655,ChIJuXrl8JWxe0gRs0oicn73uJI,5,Positive,nicky did an absolutely amazing job on my lash extensions. she was so patient and calm while doing the treatment. i also enjoyed our conversation; she talked so nicely and reassured me when we talked about life in general. very much looking forward to having my lashes done again soon.,nicky absolutely amazing job lash extension patient calm treatment also enjoyed conversation talked nicely reassured talked life general much looking forward lash done soon,1/17/2026 12:10
656,ChIJuXrl8JWxe0gRs0oicn73uJI,5,Positive,every time i come here i am never disappointed. from birthday nail designs to elegant nails - even when i need a “red reset” lol. demi and katie are amazing nail techs. i also get my brows done with immaculate precision here. they make you feel welcome and aim to make sure you love your set - what ever you decide to try. i really enjoy coming here! love my frenchies today 🥰🥰🥰,every time come never disappointed birthday nail design elegant nail even need red reset lol demi katie amazing nail tech also get brow done immaculate precision make feel welcome aim make sure love set ever decide try really enjoy coming love frenchies today,7/18/2025 13:54
657,ChIJuXrl8JWxe0gRs0oicn73uJI,1,Negative,"nails chipped after only a few hours. also my cuticles have not been removed properly. very disappointing for 32£. further update after only 3 days, it’s not holding! such poor quality",nail chipped hour also cuticle removed properly disappointing update day holding poor quality,12/16/2025 15:56
658,ChIJAQAQcbmxe0gRy3t8REK86n4,5,Positive,i love hq barber friendly happy staff . i been doing my hairs with over 7 years highly recommended,love hq barber friendly happy staff hair year highly recommended,10/27/2025 18:21
659,ChIJAQAQcbmxe0gRy3t8REK86n4,5,Positive,"great place, fair prices, good vibes, positive atmosphere and friendly staff!! they’ve been in the barbering game for years and still going strong! love the new shop and set up too!",great place fair price good vibe positive atmosphere friendly staff barbering game year still going strong love new shop set,6/1/2023 17:17
660,ChIJAQAQcbmxe0gRy3t8REK86n4,5,Positive,"the best barbers in manchester!! i’ve been going for over 5 years now, i’ve tried a few other barbers in the local area and no one comes close to the skill level this shop has!",best barber manchester going year tried barber local area one come close skill level shop,5/8/2023 12:12
661,ChIJAQAQcbmxe0gRy3t8REK86n4,5,Positive,"had my haircut today from kofi. one of the best skin fades i've ever had, very good trim! kofi is a great bloke and i felt very comfortable with him throughout the cut. will definitely be back soon! would highly recommend for anyone looking for a new barber",haircut today kofi one best skin fade ever good trim kofi great bloke felt comfortable throughout cut definitely back soon would highly recommend anyone looking new barber,1/30/2025 12:08
662,ChIJAQAQcbmxe0gRy3t8REK86n4,5,Positive,"john is an amazing barbe, very patient and kind. he makes you feel part of what he is doing, enjoying having haircut each time i come. highly recommend",john amazing barbe patient kind make feel part enjoying haircut time come highly recommend,5/16/2025 13:26
663,ChIJcWbonbyxe0gRyFUxuOonqqc,5,Positive,"i had a balayage treatment with carole and (i’m sorry i didn’t quite catch her name, i think it’s rose?) yesterday and, wow. firstly and honestly, i know the price is probably considerably higher than your local salon down the road, i get that. it took me a while to just ‘bite the bullet’ and book the appointment - but wow, i am so glad i did. i have found my new regular, go-to salon after years of searching! although it financially stings that my now-firm-favourite salon is perhaps considered ‘high end’ - it is the definition of you get what you pay for, and i am more than happy to do so! i had two, sometimes three hair stylists working on my hair at all times - i honestly felt like royalty, or a vip at the least!😅 i’ve never been treated so well in a salon, i can’t even describe it! it made the world of difference to my whole experience and i was just beaming. carole and the team worked miracles on my hair, i could not stop smiling from the moment my hair was dry (so i was able to see it properly), to when i left 40 mins later and that was only because i couldn’t see my hair anymore! the colour is even better than the inspiration photos i showed, and the roots blend into my lengths so seamlessly, i’ve never know anything like this artistry to be honest! the cut and style is also phenomenal - the neatest and overall best haircut i’ve ever had! i cannot thank carole and rose(?) enough for the self-confidence and happiness in my hair they have given me. they were all so beyond lovely, friendly and kind too. honestly incredible treatment and experience from beginning to end, i just love my hair now so much and it means so much to me that i can finally say i do love it! i actually can’t wait to go back for my roots refresh and to treat myself to their keratin hair treatments and brazilian blow dry over my next few appointments!🥰",balayage treatment carole sorry quite catch name think rose yesterday wow firstly honestly know price probably considerably higher local salon road get took bite bullet book appointment wow glad found new regular go salon year searching although financially sting firm favourite salon perhaps considered high end definition get pay happy two sometimes three hair stylist working hair time honestly felt like royalty vip least never treated well salon even describe made world difference whole experience beaming carole team worked miracle hair could stop smiling moment hair dry able see properly left min later see hair anymore colour even better inspiration photo showed root blend length seamlessly never know anything like artistry honest cut style also phenomenal neatest overall best haircut ever thank carole rose enough self confidence happiness hair given beyond lovely friendly kind honestly incredible treatment experience beginning end love hair much mean much finally say love actually wait go back root refresh treat keratin hair treatment brazilian blow dry next appointment,10/21/2025 17:35
664,ChIJcWbonbyxe0gRyFUxuOonqqc,5,Positive,"i have been going to carole for years now and there is no better salon in manchester, especially for blondes. the colour remains a beautiful shade of blonde even after the toner fades which no other salon has managed to achieve as it tends to go brassy over time. due to the high quality products the salon uses this never happens and my hair quality has never been better. carole always takes the time before the appointment to understand what colour and style i want to go for and no ask is ever too much. the service at antonacci is extremely professional and all the staff are so kind and polite. i would never go to another salon now i have antonacci and carole. thanks so much for my perfect blonde hair! 🩷",going carole year better salon manchester especially blonde colour remains beautiful shade blonde even toner fade salon managed achieve tends go brassy time due high quality product salon us never happens hair quality never better carole always take time appointment understand colour style want go ask ever much service antonacci extremely professional staff kind polite would never go another salon antonacci carole thanks much perfect blonde hair,11/2/2025 17:30
665,ChIJcWbonbyxe0gRyFUxuOonqqc,5,Positive,"carole is so lovely and i recommend her wholeheartedly! it is a lovely, stylish and calm salon with great music. the products used make me keep sniffing my hair. i’ve just had side bangs cut which i love and last year i had lots of layers cut which was also so good! i wish i could get a blow dry every day. i’ll post a photo of my hair cut so you can see for yourselves 💕",carole lovely recommend wholeheartedly lovely stylish calm salon great music product used make keep sniffing hair side bang cut love last year lot layer cut also good wish could get blow dry every day post photo hair cut see,10/7/2025 18:22
666,ChIJcWbonbyxe0gRyFUxuOonqqc,5,Positive,"had a great experience at the salon. i got a men’s haircut and hair toning, and i’m really happy with the result. carole was amazing, very friendly, paid attention to every detail, and clearly knows what she’s doing. the place has a great vibe and the service was excellent. i’d definitely come back and recommend it.",great experience salon got men haircut hair toning really happy result carole amazing friendly paid attention every detail clearly know place great vibe service excellent definitely come back recommend,12/14/2025 13:08
667,ChIJcWbonbyxe0gRyFUxuOonqqc,5,Positive,"my experience with antonacci hair salon has been outstanding! their professionalism, expertise, and gracious service has been a pleasure. ele has been nothing short of amazing with her expertise in color and hair treatment, and styling. i absolutely love her “signature blonde” color for my hair! she has nursed my hair back to being very healthy and radiant. carole has also been delightful with excellent skills in her color and style techniques. i would highly recommend this hair salon. you will not be disappointed.",experience antonacci hair salon outstanding professionalism expertise gracious service pleasure ele nothing short amazing expertise color hair treatment styling absolutely love signature blonde color hair nursed hair back healthy radiant carole also delightful excellent skill color style technique would highly recommend hair salon disappointed,10/15/2025 11:30
668,ChIJ0_4eQbqxe0gRunlYHBzx-PA,5,Positive,"i've just been here or a massage, and i was very pleased with the service. its in a strange location, on the 3rd floor above wing yip, i was convinced i was in the wrong place...but there it was on the third floor opposite an accountants office. the lady was called ""sofie', and she was very attentive and friendly. i had a 90 minute massage, which was a combination of ""hot stone"" massage, and manual, and also ""thai style"", where she uses her body weight to add pressure and to stretch. she made sure i was comfortable, and that the pressure was the way i wanted it. its not a fancy place, but it's; clean, warm, affordable and i was very well looked after. i'll definitely come again.",massage pleased service strange location rd floor wing yip convinced wrong place third floor opposite accountant office lady called sofie attentive friendly minute massage combination hot stone massage manual also thai style us body weight add pressure stretch made sure comfortable pressure way wanted fancy place clean warm affordable well looked definitely come,10/11/2025 17:54
669,ChIJ0_4eQbqxe0gRunlYHBzx-PA,1,Negative,"*edited again to respond to more lies below. as i said on my initial edit, no-one on the phone mentioned a junk folder, so how could someone apologise for something that was never discussed? maybe this happens a lot and you are confusing me with another customer. also your insane lie about me mentioning reviews is disgusting. i'm not an influencer and don't try to be, i didn't even realise i had that many reviews, you have obviously just counted and then lied, or if indeed you were threatened, it was a different customer! you could have just owned the fact that mistakes were made your end, i did on my review below when i said that i expected nothing as the voucher was out of date. if you had just apologised for not apologising, i would have tweaked this review, but you have doubled down with more lies. absolutely mind blowing. i am tempted to issue a subject access request in the hopes that your calls are recorded to prove that you are lying about our call! *edited my review to add this - the owner has replied to say they mentioned something about my emails going into their junk folder - this is just a lie, no-one on the phone mentioned a junk folder or apologised for ignoring my emails, now you look worse for lying rather than just owning it* i bought a voucher for my wife for christmas 2024. fast forward to october this year and we decide it's time to use it, not realising it's a 6 month expiry and not 12 months. completely my fault, didn't realise. i email youth spa to see if anything can be done, no reply. i wait a week and email again, no reply. finally 2 weeks later i thought i best call up, in case i'm getting the email wrong only to be told that they did receive my emails but the expiry date is a hard rule. this rating isn't because they couldn't do anything with the expiration date, that's on me. this rating is because they ignored my 2 emails rather than just letting me down gently. its a real shame i didn't get the chance to experience the spa, i can see lots of good ratings, but i can only go off the service that i received.",edited respond lie said initial edit one phone mentioned junk folder could someone apologise something never discussed maybe happens lot confusing another customer also insane lie mentioning review disgusting influencer try even realise many review obviously counted lied indeed threatened different customer could owned fact mistake made end review said expected nothing voucher date apologised apologising would tweaked review doubled lie absolutely mind blowing tempted issue subject access request hope call recorded prove lying call edited review add owner replied say mentioned something email going junk folder lie one phone mentioned junk folder apologised ignoring email look worse lying rather owning bought voucher wife christmas fast forward october year decide time use realising month expiry month completely fault realise email youth spa see anything done reply wait week email reply finally week later thought best call case getting email wrong told receive email expiry date hard rule rating anything expiration date rating ignored email rather letting gently real shame get chance experience spa see lot good rating go service received,1/19/2026 11:22
670,ChIJ0_4eQbqxe0gRunlYHBzx-PA,5,Positive,nice atmosphere booked in for all body massage. relaxing and refreshing. well worth it. a must visit,nice atmosphere booked body massage relaxing refreshing well worth must visit,9/6/2025 13:09
671,ChIJ0_4eQbqxe0gRunlYHBzx-PA,5,Positive,"amazing! absolutely amazing! me and my friend went for the stress relief massage. they definitely did an amazing job. i have had massage done in turkey and morocco and honestly for 1hour 40min this was worth it. the package came with back massage, hand and foot plus a facial. i was satisfied and so was my friend. we even got a cup of drink and water and we drank it with a foot bath! thrilled.",amazing absolutely amazing friend went stress relief massage definitely amazing job massage done turkey morocco honestly hour min worth package came back massage hand foot plus facial satisfied friend even got cup drink water drank foot bath thrilled,10/30/2020 18:09
672,ChIJ0_4eQbqxe0gRunlYHBzx-PA,5,Positive,great place for authentic massages that seeks to help your muscles. i got a gua sha knot racking massage that remove knots i had for years and allowed my muscles to realign my body structure. not for the faint hearted. i highly recommend this place,great place authentic massage seek help muscle got gua sha knot racking massage remove knot year allowed muscle realign body structure faint hearted highly recommend place,12/24/2025 2:02
673,ChIJKbnmAL2xe0gRQapLI6Q3X5U,1,Negative,"paid £377 for spa december 2019 , not able to contact them phone not working and not replying to emails, can’t believe they are still selling packages. will be taking this further , rip off ?!?",paid spa december able contact phone working replying email believe still selling package taking rip,11/17/2021 18:11
674,ChIJKbnmAL2xe0gRQapLI6Q3X5U,1,Negative,"no phone number to speak with anyone, no refund given as communication has stopped. do not buy this voucher.",phone number speak anyone refund given communication stopped buy voucher,3/7/2022 21:17
675,ChIJKbnmAL2xe0gRQapLI6Q3X5U,5,Positive,wonderful service and excellent value. i would highly recommend it. my sister and i had a fantastic day,wonderful service excellent value would highly recommend sister fantastic day,7/25/2023 11:05
676,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,5,Positive,"9 years of using this company for my hair systems and i'm never disappointed. genuinely been lifechanging. thank you tcp! also, their money-back guarantee is what made me try them in the first place!",year using company hair system never disappointed genuinely lifechanging thank tcp also money back guarantee made try first place,1/23/2026 17:59
677,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,5,Positive,very pleasant on arrival. explained everything in great detail. overall we was happy and left feeling very comfortable for our next visit.,pleasant arrival explained everything great detail overall happy left feeling comfortable next visit,1/8/2026 12:53
678,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,5,Positive,"it was great to meet jack and discuss the hair system today. i felt really reassured and jack answered all of my many questions, extremely professional and lots of knowledge to share about the system and the maintenance. finally taken the plunge and looking forward to having the system fitted in a few week. many thanks jack for all your help today.",great meet jack discus hair system today felt really reassured jack answered many question extremely professional lot knowledge share system maintenance finally taken plunge looking forward system fitted week many thanks jack help today,4/6/2024 15:52
679,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,5,Positive,"i have been using 209 hair studios for nearly a year now and i’m so glad i found them! i was always really insecure about my thinning hair so did a bit of research on what i can do as an alternative for hair transplants and learnt about hair systems then came across 209 hair studios manchester. i booked my consultation with jack who explained everything very well and addressed any concerns i had. needless to say i was sold and booked my first appt and it went well and i was happy with the results. since i have been coming back monthly and been looked after jack who always does a great job! i always walk away satisfied. if you’re wondering if you should go with these guys, i think you should book a consultation. and give it a go! it changed my life.",using hair studio nearly year glad found always really insecure thinning hair bit research alternative hair transplant learnt hair system came across hair studio manchester booked consultation jack explained everything well addressed concern needless say sold booked first appt went well happy result since coming back monthly looked jack always great job always walk away satisfied wondering go guy think book consultation give go changed life,7/6/2024 8:06
680,ChIJUf7PRMKxe0gRmcEvNjmGjlQ,5,Positive,"been thinking about having this done for a long time, finally booked in with jack who made me feel very comfortable and explained everything clearly. measured me up went back for the fitting. after the fitting met my wife in manchester..... to say she was absolutely shocked is an understatement 🤣 she left me bald and came back to a new man. she says it's taken at least 15 years off me.... i no longer look 65 (well i didn't before) but boy do i look and feel younger now. absolutely love the transformation and will definitely be a returning customer. jack's brilliant at the job , highly recommended. thank you",thinking done long time finally booked jack made feel comfortable explained everything clearly measured went back fitting fitting met wife manchester say absolutely shocked understatement left bald came back new man say taken least year longer look well boy look feel younger absolutely love transformation definitely returning customer jack brilliant job highly recommended thank,10/23/2023 15:55
681,ChIJO9fW-Baue0gRCMUiJ1GsKGM,5,Positive,"today was my first-ever hair appointment in the uk (after moving from the philippines) and i couldn’t be happier with the experience. i booked a hair detox treatment and haircut with andrew, and from start to finish, everything was just great. he was attentive, skilled, and genuinely made me feel at ease. my hair feels lighter, healthier, and styled exactly how i envisioned. finding the right salon on your first try feels really impossible, i was anxious when booking - hoping i won't regret my appointment. that's why i’m so glad everything turned out perfectly. it's also a bonus that the place was really posh and aesthetic. thank you andrew (and avesta), for making this such a memorable start to my uk hair journey! 🩷",today first ever hair appointment uk moving philippine happier experience booked hair detox treatment haircut andrew start finish everything great attentive skilled genuinely made feel ease hair feel lighter healthier styled exactly envisioned finding right salon first try feel really impossible anxious booking hoping regret appointment glad everything turned perfectly also bonus place really posh aesthetic thank andrew avesta making memorable start uk hair journey,9/1/2025 19:15
682,ChIJO9fW-Baue0gRCMUiJ1GsKGM,5,Positive,"my 3rd visit to avesta hair salon as always loving the vibe here! i wanted to refresh my hair colours, andrew my hair stylist was fabulous he was very incentive and took care of my hair for colouring/hair treatment explain it very well to what was best for my hair colourings so i trusted him. he has very good attention to details too so i’m very happy with the results thank you.",rd visit avesta hair salon always loving vibe wanted refresh hair colour andrew hair stylist fabulous incentive took care hair colouring hair treatment explain well best hair colouring trusted good attention detail happy result thank,8/25/2025 15:32
683,ChIJO9fW-Baue0gRCMUiJ1GsKGM,5,Positive,"my first visit to avesta was a great experience! the salon has a lovely atmosphere, and everyone was very welcoming, friendly, and professional. anita did an amazing job with my curly hair; she really understood what i wanted and gave helpful suggestions. the haircut turned out beautifully. i also appreciated the nice coffee and the relaxing head massage and the massage chair while my hair was washed. i definitely recommend! thank you :)",first visit avesta great experience salon lovely atmosphere everyone welcoming friendly professional anita amazing job curly hair really understood wanted gave helpful suggestion haircut turned beautifully also appreciated nice coffee relaxing head massage massage chair hair washed definitely recommend thank,11/7/2025 21:28
684,ChIJO9fW-Baue0gRCMUiJ1GsKGM,5,Positive,"i had my hair done with anita today and i am beyond happy with the results! i haven’t had my hair done for years and was apprehensive about getting it dyed but she was so reassuring and i could tell that she really cares about delivering top quality hair styling. my balayage is so beautiful, seamless and exactly what i wanted!! i would recommend booking in at avesta salon, all the staff were lovely and so talented! thank you so much, i am so happy with my new hair!",hair done anita today beyond happy result hair done year apprehensive getting dyed reassuring could tell really care delivering top quality hair styling balayage beautiful seamless exactly wanted would recommend booking avesta salon staff lovely talented thank much happy new hair,7/5/2025 12:03
