place_id,review_text,rating,time,relative_time_description,language
ChIJcWbonbyxe0gRyFUxuOonqqc,"Carole is so lovely and I recommend her wholeheartedly! It is a lovely, stylish and calm salon with great music. The products used make me keep sniffing my hair. I’ve just had side bangs cut which I love and last year I had lots of layers cut which was also so good! I wish I could get a blow dry every day. I’ll post a photo of my hair cut so you can see for yourselves 💕",5,1759861352,4 months ago,en
ChIJcWbonbyxe0gRyFUxuOonqqc,"Had a great experience at the salon. I got a men’s haircut and hair toning, and I’m really happy with the result. Carole was amazing, very friendly, paid attention to every detail, and clearly knows what she’s doing. The place has a great vibe and the service was excellent. I’d definitely come back and recommend it.",5,1765717709,a month ago,en
ChIJcWbonbyxe0gRyFUxuOonqqc,"My experience with Antonacci Hair Salon has been outstanding!  Their professionalism, expertise, and gracious service has been a pleasure.  Ele has been nothing short of amazing with her expertise in color and hair treatment, and styling.  I absolutely love her “signature blonde” color for my hair!  She has nursed my hair back to being very healthy and radiant.  Carole has also been delightful with excellent skills in her color and style techniques.  I would highly recommend this hair salon.  You will not be disappointed.",5,1760527857,3 months ago,en
ChIJ0_4eQbqxe0gRunlYHBzx-PA,"I've just been here or a massage, and I was very pleased with the service. Its in a strange location, on the 3rd floor above Wing Yip, I was convinced I was in the wrong place...but there it was on the third floor opposite an accountants office. The lady was called ""Sofie', and she was very attentive and friendly. I had a 90 minute massage, which was a combination of ""hot stone"" massage, and manual, and also ""Thai style"", where she uses her body weight to add pressure and to stretch. She made sure I was comfortable, and that the pressure was the way I wanted it.  Its not a fancy place, but it's; clean, warm, affordable and I was very well looked after. I'll definitely come again.",5,1760205267,3 months ago,en
ChIJ0_4eQbqxe0gRunlYHBzx-PA,"*Edited AGAIN to respond to more lies below. As I said on my initial edit, no-one on the phone mentioned a junk folder, so how could someone apologise for something that was never discussed? Maybe this happens a lot and you are confusing me with another customer. Also your insane lie about me mentioning reviews is disgusting. I'm not an influencer and don't try to be, I didn't even realise I had that many reviews, you have obviously just counted and then lied, or if indeed you were threatened, it was a different customer!
You could have just owned the fact that mistakes were made your end, I did on my review below when I said that I expected nothing as the voucher was out of date. If you had just apologised for not apologising, I would have tweaked this review, but you have doubled down with more lies. Absolutely mind blowing.
I am tempted to issue a Subject Access Request in the hopes that your calls are recorded to prove that you are lying about our call!

*Edited my review to add this - the owner has replied to say they mentioned something about my emails going into their Junk folder - this is just a lie, no-one on the phone mentioned a junk folder or apologised for ignoring my emails, now you look worse for lying rather than just owning it*

I bought a voucher for my wife for Christmas 2024.

Fast forward to October this year and we decide it's time to use it, not realising it's a 6 month expiry and not 12 months.

Completely my fault, didn't realise.

I email Youth Spa to see if anything can be done, no reply. I wait a week and email again, no reply.

Finally 2 weeks later I thought I best call up, in case I'm getting the email wrong only to be told that they did receive my emails but the expiry date is a hard rule.

This rating isn't because they couldn't do anything with the expiration date, that's on me. This rating is because they ignored my 2 emails rather than just letting me down gently.

Its a real shame I didn't get the chance to experience the spa, I can see lots of good ratings, but I can only go off the service that I received.",1,1768821754,2 weeks ago,en
ChIJ0_4eQbqxe0gRunlYHBzx-PA,"Nice atmosphere
Booked in for all body massage.
Relaxing and refreshing.
Well worth it.
A must visit",5,1757164174,5 months ago,en
ChIJ0_4eQbqxe0gRunlYHBzx-PA,"Amazing! Absolutely amazing! Me and my friend went for the stress relief massage. They definitely did an amazing job. I have had massage done in Turkey and Morocco and honestly for 1hour 40min this was worth it. The package came with back massage, hand and foot plus a facial. I was satisfied and so was my friend. We even got a cup of drink and water and we drank it with a foot bath! Thrilled.",5,1604081349,5 years ago,en
ChIJ0_4eQbqxe0gRunlYHBzx-PA,Great place for authentic massages that seeks to help your muscles. I got a Gua Sha knot racking massage that remove knots I had for years and allowed my muscles to realign my body structure. Not for the faint hearted. I highly recommend this place,5,1766541735,a month ago,en
ChIJKbnmAL2xe0gRQapLI6Q3X5U,"Paid £377 for spa December 2019 , not able to contact them phone not working and not replying to emails, can’t believe they are still selling packages. Will be taking this further , Rip off ?!?",1,1637172703,4 years ago,en
ChIJKbnmAL2xe0gRQapLI6Q3X5U,"No phone number to speak with anyone,  no refund given as communication has stopped. Do not buy this voucher.",1,1646687822,3 years ago,en
ChIJKbnmAL2xe0gRQapLI6Q3X5U,Wonderful service and excellent value.  I would highly recommend it. My sister and I had a fantastic day,5,1690283115,2 years ago,en
ChIJUf7PRMKxe0gRmcEvNjmGjlQ,"9 years of using this company for my hair systems and I'm never disappointed. Genuinely been lifechanging. Thank you TCP! Also, their money-back guarantee is what made me try them in the first place!",5,1769191185,a week ago,en
ChIJUf7PRMKxe0gRmcEvNjmGjlQ,"Very pleasant on arrival.
Explained everything in great detail.
Overall we was happy and left feeling very comfortable for our next visit.",5,1767876781,4 weeks ago,en
ChIJUf7PRMKxe0gRmcEvNjmGjlQ,"It was great to meet Jack and discuss the hair system today. I felt really reassured and Jack answered all of my many questions, extremely professional and lots of knowledge to share about the system and the maintenance. Finally taken the plunge and looking forward to having the system fitted in a few week. Many thanks Jack for all your help today.",5,1712418776,a year ago,en
ChIJUf7PRMKxe0gRmcEvNjmGjlQ,"I have been using 209 Hair Studios for nearly a year now and I’m so glad I found them! I was always really insecure about my thinning hair so did a bit of research on what I can do as an alternative for hair transplants and learnt about hair systems then came across 209 Hair Studios Manchester. I booked my consultation with Jack who explained everything very well and addressed any concerns I had. Needless to say I was sold and booked my first appt and it went well and I was happy with the results. Since I have been coming back monthly and been looked after Jack who always does a great job! I always walk away satisfied. If you’re wondering if you should go with these guys, I think you should book a consultation. And give it a go! It changed my life.",5,1720253208,a year ago,en
ChIJUf7PRMKxe0gRmcEvNjmGjlQ,"Been thinking about having this done for a long time, finally booked in with Jack who made me feel very comfortable and explained everything clearly. Measured me up went back for the fitting. After the fitting met my wife in Manchester..... To say she was absolutely shocked is an understatement 🤣 she left me bald and came back to a new man. She says it's taken at least 15 years off me.... I no longer look 65 (well I didn't before) but boy do I look and feel younger now. Absolutely love the transformation and will definitely be a returning customer. Jack's brilliant at the job , highly recommended. Thank you",5,1698076512,2 years ago,en
ChIJO9fW-Baue0gRCMUiJ1GsKGM,"Today was my first-ever hair appointment in the UK (after moving from the Philippines) and I couldn’t be happier with the experience. I booked a hair detox treatment and haircut with Andrew, and from start to finish, everything was just great. He was attentive, skilled, and genuinely made me feel at ease. My hair feels lighter, healthier, and styled exactly how I envisioned.

Finding the right salon on your first try feels really impossible, I was anxious when booking - hoping I won't regret my appointment. That's why I’m so glad everything turned out perfectly. It's also a bonus that the place was really posh and aesthetic. Thank you Andrew (and Avesta), for making this such a memorable start to my UK hair journey! 🩷",5,1756754154,5 months ago,en
ChIJO9fW-Baue0gRCMUiJ1GsKGM,"My 3rd visit to Avesta hair salon as always loving the vibe here!
I wanted to refresh my hair colours, Andrew my hair stylist was fabulous he was very incentive and took care of my hair for colouring/hair treatment explain it very well to what was best for my hair colourings so I trusted him. He has very good attention to details too so I’m very happy with the results thank you.",5,1756135944,5 months ago,en
ChIJO9fW-Baue0gRCMUiJ1GsKGM,"My first visit to Avesta was a great experience! The salon has a lovely atmosphere, and everyone was very welcoming, friendly, and professional. Anita did an amazing job with my curly hair; she really understood what I wanted and gave helpful suggestions. The haircut turned out beautifully. I also appreciated the nice coffee and the relaxing head massage and the massage chair while my hair was washed. I definitely recommend! Thank you :)",5,1762550897,3 months ago,en
ChIJO9fW-Baue0gRCMUiJ1GsKGM,"I had my hair done with Anita today and I am beyond happy with the results! I haven’t had my hair done for years and was apprehensive about getting it dyed but she was so reassuring and I could tell that she really cares about delivering top quality hair styling. My balayage is so beautiful, seamless and exactly what I wanted!! I would recommend booking in at Avesta salon, all the staff were lovely and so talented! Thank you so much, I am so happy with my new hair!",5,1751717004,7 months ago,en
ChIJO9fW-Baue0gRCMUiJ1GsKGM,"If I could give 100 stars I would! I came to Avesta to have my hair colour corrected & transformed by Anita herself. I felt honoured to have her time & attention for the whole day. I’ve never been so shocked & happy with the way my hair looked when it was revealed to me. I havnt had the best time with my hair over the years, but for the first time in a long time I’m so incredibly happy with it! Anita & her team went above & beyond during my appointment to make me feel like a “pampered princess”. Especially with the massage chair at the back wash area, WOW! The way the team work together is incredible. Such a stunning salon & academy, beautiful team of people, & offering bespoke treatments tailored to your desires & dreams. Thankyou for my new hair, my lovely lunch, & luxurious treatments. I already can’t wait to come back! ❤️",5,1762549272,3 months ago,en
ChIJ67H94NSve0gR1F3ghumL1P4,"Can’t rate Tammy enough, her facials are unbelievable and she’s taken years off me. There is no one else I’d go to now for my Botox and peels ect.. xx",5,1758787695,4 months ago,en
ChIJ67H94NSve0gR1F3ghumL1P4,"Home from home, always made to feel comfortable and welcome.
Tammy and Collette go above and beyond. Super professional and passionate about their work",5,1699991537,2 years ago,en
ChIJ67H94NSve0gR1F3ghumL1P4,Great service for an even better price. I was so happy with my hair!,5,1715790171,a year ago,en
ChIJ67H94NSve0gR1F3ghumL1P4,As always had a nice experience It was great watching the girls do lots of makeup for a Halloween party very talented and thank-you Scott love my hair,5,1540718114,7 years ago,en
ChIJ67H94NSve0gR1F3ghumL1P4,"Fab Salon, all the staff are brilliant at what they do, I have a variety of treatments of different members of staff and have never been disappointed, would highly recommend for your hair and beauty treatments",5,1556623721,6 years ago,en
ChIJ3-M0zAGue0gRFDp5O7a1HzE,"I came for my bridal hammam, and it was such a wonderful experience! We came as a group, and everything was perfectly organized — the place was clean, relaxing, and beautifully set up. The staff were extremely kind and welcoming. Highly recommended! 💕",5,1761496463,3 months ago,en
ChIJ3-M0zAGue0gRFDp5O7a1HzE,Wanted to treat my mum whilst she was visiting from Canada and Nadia’s hamam was the ultimate experience! Absolutely fantastic staff who are very attentive and friendly! Such an authentic hamam and truly felt like we were in the Middle East! Nadia and the girls were tremendous and they really did go above and beyond to make sure we enjoyed ourselves! Thank you so much,5,1769334607,a week ago,en
ChIJ3-M0zAGue0gRFDp5O7a1HzE,"I was very disappointed with the Moroccan hammam service. The experience felt rushed and poorly executed, with little attention to hygiene or customer comfort. The staff were unfriendly and did not explain the process, which made the experience uncomfortable rather than relaxing. For the price paid, the service was far below expectations. I would not recommend this hammam. When I reported the issue to Nadia she just said she had took new staff and tried to excuse the rude behaviour of her staff. I expected at least for her to discount for the service at least, but fully charged me when I was actually very upset! Nadia I won’t be coming again! The staff not only rude but lie too",1,1767232686,a month ago,en
ChIJ3-M0zAGue0gRFDp5O7a1HzE,"Such a relaxing experience. Sauna, steam, scrub and massage. The place was very clean and I came out feeling brand new!",5,1763211766,2 months ago,en
ChIJ3-M0zAGue0gRFDp5O7a1HzE,"This was an absolutely wonderful experience from start to finish. It was a birthday present from my daughter, and since it was my first time trying anything like this, I wasn’t sure what to expect. The staff were warm, patient, and incredibly attentive, instantly putting me at ease. Every detail felt thoughtful and relaxing. I walked out feeling refreshed, cared for, and already thinking about when I can return. A truly memorable gift and an experience I’ll be recommending to everyone!",5,1764613821,2 months ago,en
ChIJd8xSkjewe0gRnQY4ca-s5OE,Sahara hair and beauty salon is the best place for doing beauty and facial. It was my first time. To do my facial there and it was amazing and relaxing time. Specially with Sahara. She does amazing job with fully kindness and patient. The products are high quality and herbal specially for my daughter for sensitive skins. I am totally satisfy with her work and kindness. I definitely keep with them up. Now a days hard to find the person like Sahara. Kind and generous human. Thank you Sahara. God bless you.    💕💕💕💕💐💐🤗🤗🤗,5,1743702899,10 months ago,en
ChIJd8xSkjewe0gRnQY4ca-s5OE,I struggled to grow my hair for many years and I don’t trust hair dressers as I’ve had some awful experiences but she did the best job ever she made me feel more confident then ever and I’m so please with the service she make you feel at home and comfortable and gives the best advice on hair this will definitely be my go to place for hair and eyebrows,5,1737648021,a year ago,en
ChIJd8xSkjewe0gRnQY4ca-s5OE,I had a hair color done from Sahara Hair &Beauty It was very nice definitely I’ll come back and Aunty is so sweet,5,1753353258,6 months ago,en
ChIJd8xSkjewe0gRnQY4ca-s5OE,Great professional service. Happy with my hair cut!,5,1764770428,2 months ago,en
ChIJd8xSkjewe0gRnQY4ca-s5OE,"This has to be the best beauty parlour I’ve come across. I’ve been coming her for years and I have never been failed, hence I’ve remained loyal for years.

I went to get my eyebrows done and Shanaz the owner excelled. I had brow pencil on which I forgot to remove before entering the parlour. Shanaz removed it for me and said she will put it back once she shaped my brows. The care and attention to detail was very very high. After I was done and the brow pencil was put back I couldn’t stop smiling 😁 I looked beautiful and I hadn’t felt that way in a long time.

Everyone in the parlour is super nice plus the ladies that work there always remember me even though I don’t go on a regular basis.

If you are looking to become that beautiful swan I would suggest you go there as you won’t be disappointed.

They provide a lot of services and open every day with late night opening on a Thursday.",5,1722583886,a year ago,en
ChIJ1YB7HwGue0gR7Dea5wZZKMc,"Me and my mum have been going here for years, we have recommended S&S countless times. Amazing customer service and the job is always done perfectly. S&S is so good !!",5,1668909019,3 years ago,en
ChIJ1YB7HwGue0gR7Dea5wZZKMc,"Great local salon for threading and waxing. Owner, Samina, is super welcoming, efficient and fast. I'll be back soon.",5,1553542288,6 years ago,en
ChIJ1YB7HwGue0gR7Dea5wZZKMc,Nice behavior very good salllon and so nice makeup and cutting also,5,1667320948,3 years ago,en
ChIJ1YB7HwGue0gR7Dea5wZZKMc,Good service if owner doing her self,4,1514374990,8 years ago,en
ChIJ1YB7HwGue0gR7Dea5wZZKMc,Very good threading,5,1618717970,4 years ago,en
ChIJf1uG4zmwe0gR4U4kD5S3w2I,"I've had my party makeup done by them twice and each time I was genuinely impressed with the results. The makeup looked flawless, lasted all night, and was exactly what I wanted. On top of that, their pricing is very reasonable for the quality of work they deliver. If you're looking for professional, reliable, and stunning makeup, I highly recommend them!",5,1755244181,5 months ago,en
ChIJf1uG4zmwe0gR4U4kD5S3w2I,"I have been using this salon for 6/7+ years. Basra is one the loveliest ladies I know and have encountered with however she has poor judgement on staff. Particularly the staff who wax. So if I was you- don’t visit after 5pm as you will be rushed, burnt and left unfinished because you want to escape the room. I had wax poured onto my semi permanent lashes due to the woman rushing for her then to scrub them with baby oil, she was asked not to touch the hairline and she took more than usual off, had the heaviest hands when applying the wax & pulling off so I won’t be back.",1,1660400033,3 years ago,en
ChIJf1uG4zmwe0gR4U4kD5S3w2I,"I recently got my makeup done from basra’s studio i have had been a waxing client as my first time getting my makeup done from her i wanted to come here and review her services as i loved the soft glam look she did on me and dolled me up so beautifully and flawlessly. Were so hygienic that made me love their services, would definitely be looking forward to get my makeup done from her on my important events",5,1671114384,3 years ago,en
ChIJf1uG4zmwe0gR4U4kD5S3w2I,"Went in for face threading and eyebrows before my wedding. Salon is a little hidden, but staff guided me when I rang them, no issues. Staff were friendly. Price was very reasonable. Eyebrows looked great but face was a little patchy, when I got home and looked in natural light I had to go over some bits but only a few so overall 4/5",4,1645434432,3 years ago,en
ChIJf1uG4zmwe0gR4U4kD5S3w2I,"Great place, very experienced staff. Basra her self is lovely. However staff can sometimes over charge.",4,1582968557,5 years ago,en
ChIJixVfyjmwe0gRg9vw-HZ5wS8,"I’ve been to Amberz Beauty a few times before and always had a good experience, but this time I had my eyebrows done by Farwa, and honestly, it was the best they’ve ever looked! 🥹 She was so lovely and really took her time, especially knowing I’d been growing them out. You could tell she genuinely cared and put her heart into getting them just right. I left feeling so happy, thank you, Farwa, for being amazing! 💖",5,1754008213,6 months ago,en
ChIJixVfyjmwe0gRg9vw-HZ5wS8,I am more than unhappy with my experience I was asked if my step mother was my sister and when I explained she was my mums partner they were disgusted and proceeded to be rude and stare and not conversate with us. The results were horrible and I was left with thick black eyebrows. Do not recommend,1,1718191263,a year ago,en
ChIJixVfyjmwe0gRg9vw-HZ5wS8,"I have been going to Amberz since I moved to Manchester I can not go to any other place to get my face done now as Amber is very good she will make sure you leave happily with the service you paid for. I also have started my laser with her, I have seen such a big improvement in my hair growth I barely get any hair growth on my face now which I am so happy about and it’s so relieving not to worry about the growth on my face anymore.",4,1744650099,9 months ago,en
ChIJixVfyjmwe0gRg9vw-HZ5wS8,"My mum and I have been coming to Amber for years, from when she first started her business to now, and we have never gone to anyone else. The treatments we receive are exceptional and her service is fantastic every time! We get laser hair removal, threading, waxing and face masks from Amber and the results are amazing, leaving us satisfied every time. We have been loyal and happy customers for years and will continue to be.",5,1704547739,2 years ago,en
ChIJixVfyjmwe0gRg9vw-HZ5wS8,This is the best place I have ever gone to to get my eyebrows done. The service is 10/10 they check in on you to see if you like it but I never bother looking because it always comes out amazing. I’m a very particular person when it comes to getting my eyebrows done and they’re the only ones I trust to do them. I would highly recommend to everyone!!,5,1714236862,a year ago,en
ChIJPY8fFb6xe0gRKaqp3kdLy2M,"Had a lovely one night stay here after a night out in Manchester. We booked a king sized room, which was lovely, and the bed was sooooo comfortable. It was the best night’s sleep I’ve ever had after a night out!

The hotel itself is done out in super funky decor with pop culture icons everywhere you look. Just perfect for the location.

Breakfast was absolutely delicious, and the finishing touches were really thoughtful.

All in all a fabulous stay, would love to come back!",5,1765722321,a month ago,en
ChIJPY8fFb6xe0gRKaqp3kdLy2M,"An Unforgettable Christmas Party at Malmaison Manchester!
Our company Christmas party at Malmaison Manchester was absolutely fantastic from start to finish! The venue had a wonderful, festive vibe and the entire experience was top-notch.
Delicious Food: The food was outstanding, with everyone raving about their meals. I can personally highly recommend the beef cheek – it was cooked to perfection and melted in the mouth. The quality was exceptional, a true highlight of the evening.
Friendly, Attentive Staff: A special thank you to the staff who were incredibly friendly, helpful, and attentive all night. The service was seamless and they genuinely went above and beyond to ensure every guest was looked after, contributing greatly to the positive atmosphere.
Great Atmosphere & Music: The vibe was perfect for a celebration, lively and fun. The DJ played excellent music that had everyone up and dancing, making for a truly memorable night.
Malmaison Manchester delivered a brilliant event, and we couldn't have asked for a better venue for our Christmas celebration. We would highly recommend it to anyone planning a party or looking for a superb dining experience!",5,1765711327,a month ago,en
ChIJPY8fFb6xe0gRKaqp3kdLy2M,"I booked this trip for my parents, uncle and I to celebrate my mam's 60th birthday. Unfortunately I became unwell and could no longer go. My parents enjoyed their stay at the hotel. They said it was pretty clean and comfortable, and they especially enjoyed the bar. The said the bar staff were brilliant and couldn't have been more helpful.

However, what is letting this hotel down is customer service. As I couldn't attend but was concerned about using the app to cancel when we still needed two other rooms, I spoke with a Hotels.com chat agent who tried to contact the hotel on my behalf but couldn't get a response.

I also wanted to arrange something special in the room for my mam's arrival and had used the app at time of booking to ask what was available. I never got a response via the app so a few days before the trip I emailed the hotel directly. Responses back and forth took so long that in the end they weren't able to set anything up as by this point it was check in day and I was told balloons were arranged via a third party.

I asked if there was anything at all that could be done to make her stay extra special while she was there as it was a 2 night trip, and they completely stopped responding. Have heard nothing since and was unable to make the stay special for her birthday. This would put me off staying again in case I needed customer service support.",4,1762023420,3 months ago,en
ChIJPY8fFb6xe0gRKaqp3kdLy2M,"Attended the New Year’s Eve party and had a brilliant night. The food was delicious and plentiful, the drinks were top notch, and there were no long queues at the bar. A great atmosphere and a fantastic party — would definitely return.",5,1767274425,a month ago,en
ChIJPY8fFb6xe0gRKaqp3kdLy2M,"We were really excited for our New Year treatment and spa visit, but the experience was mixed. On arrival, there were no gowns or slippers available, which immediately caused some confusion. The treatment itself was lovely and relaxing.

However, the spa facilities were disappointing. The relaxation area was overcrowded, leaving us sitting on chairs rather than loungers, which didn’t feel particularly relaxing. The room was also quite chilly. There is also no swimming pool, which was a major letdown. Describing this as “spa facilities” feels misleading when it consists solely of a sauna- we had expected at least a steam room and pool.

To make matters worse, another guest was loudly talking on the phone in the relaxation area, and there was no staff presence to manage this or maintain a calm environment, as everyone was occupied with treatments.

On a positive note, the restaurant service was excellent and the food was delicious. The team kindly moved our restaurant booking an hour earlier when we decided we’d had enough of the sauna and noise, which we appreciated.",1,1767371346,a month ago,en
ChIJndpClCqwe0gRPtqsnK9COEE,"Lane swim during school holiday becomes general swim because they let people with kids in . This should be a time people can swim properly. Its extremely frustrating
The lanes are supposed to be clockwise, but this isn't adhered to, especially during female swim, its just a free for all.
At busy times there are fast swimmers darting through you in the medium lane and slow swimmers holding everyone up in the fast lane. This is not 'policed""
The staff are nice but usually chatting in pairs and dont pay attention to the lanes etc
The showers are communal and the changing rooms are cold .",3,1769245070,a week ago,en
ChIJndpClCqwe0gRPtqsnK9COEE,"pool staff has been very disappointing. Their attitude often feels unprofessional and, at times, discriminatory. It creates an uncomfortable atmosphere for members. I hope the management takes this seriously and works to ensure that all staff treat members with respect and fairness.",1,1762778510,2 months ago,en
ChIJndpClCqwe0gRPtqsnK9COEE,"The swimming pool is very big and nice.
The teacher  wich is at stage 7 on Wednesday isn't very serious about her job si is strict and instead of telling the children how to swim, she's constantly talking to someone.",3,1764180347,2 months ago,en
ChIJndpClCqwe0gRPtqsnK9COEE,"The showers and changing rooms get cleaned every day, which is great! There are also blow dryers that can be used after, so it's very convenient. But there are no closed shower cubicles. Also, those who are lifeguards and meant to watch, really don't seem to do a good job whatsoever. They sit on the side and just talk to each other for the duration of the swim session. I don't think they'd realize if anything happens unless someone were to alert them, which is less than ideal, obviously.",3,1735672185,a year ago,en
ChIJndpClCqwe0gRPtqsnK9COEE,"As a dedicated member of this gym who utilizes the facilities twice a week, I feel it is important to bring to your attention some serious concerns I've had regarding discrimination, particularly in the form of anti-Semitism, exhibited by certain staff members.

During male-only sessions, I have noticed a troubling pattern of differential treatment from the staff. This inconsistency creates an uncomfortable environment and contradicts the ideals of inclusivity and respect that any community space should uphold.

Discrimination of any kind is unacceptable. I urge the management to take this matter seriously, as it's crucial for every member to feel welcomed and valued, regardless of their background. I genuinely hope steps will be taken to address this issue, which could significantly improve the experience for all members.",1,1743619329,10 months ago,en
ChIJC4q88ZKxe0gRPBYQECAp9dw,"This would be a 5 star review as the staff there are great, super helpful and not weird about my disability. Their wheelchair access is really good, especially for the downstairs pools. This place loses two stars for the ""health suite"". The main area was really wet and dirty. The showers smelt like piss. The men in there were really loud. Shouting, burping and groaning. I had to get a member of staff because a man was moaning in the steam room. I'm not sure what he was doing but it wasn't appropriate to be moaning in there regardless. I felt quite uncomfortable being there. I understand that's not the centres fault but the areas should be cleaned more regularly and have staff around. There was just no level of respect or etiquette in that area and I would probably not go back as I didn't feel safe.",3,1769717351,a week ago,en
ChIJC4q88ZKxe0gRPBYQECAp9dw,"Went swimming here as a tourist and it was very easy to get access, you can register at the entrance or online. Entry was £6.50 and you can stay as long as you like. The pool is great, and there’s also a café and a bookshelf inside, which makes it a nice spot to spend time, especially on a rainy day. Lockers need a £1 coin. Overall, very convenient and welcoming.",5,1756213719,5 months ago,en
ChIJC4q88ZKxe0gRPBYQECAp9dw,"First time going in and how uncomfortable it was. There were about 6 teenagers in there sitting upstairs as you walked in talking about us, the staff just allowed them to sit upstairs unsupervised, i then was near enough shooed out of the shop went trying to find out information about rodents when i wouldn’t get a £50 cage from there even though i had already got one that i was told was suitable, i even asked about the best gender to get and he rebutted me with “well i’ll tell you when you get the cage”. Very bad experience weren’t willing to give any information if you weren’t buying everything from in there. Very disappointed as i wanted to get some new animals but the men specifically the bald guy was so rude.",1,1769861183,in the last week,en
ChIJC4q88ZKxe0gRPBYQECAp9dw,"I have been going to this center for a few weeks now and I am impressed to see how the team of the Aquatic center is made up of truly kind, cordial, and friendly people. The staff in the reception is super lovely and friendly and the really make sure that everyone his having a good experience. I wanna personally thank you Courtney, Danielle, Chris and Martin who are  extremely lovely,extremely kind and friendly all the times. They really makes everyone feel welcomed and supported with their positive attitude. Also the instructors Andrea , Suzanne, Simona , Andria, Sneha are seriously really good instructors and personal trainers, each of them has something special to share in their classes and they are all super friendly, kind but maintaining the right dose of professionalism all time. Thank you for existing guys :)",5,1761045466,3 months ago,en
ChIJC4q88ZKxe0gRPBYQECAp9dw,"Great place to swim! The Manchester Aquatics Centre is always tidy, the pools are in great condition, and it’s excellent value compared to other gyms. Big shout-out to Martin, his kindness and willingness to help with anything really stand out. Staff like him make a huge difference.",5,1765292123,a month ago,en
ChIJWyvyD8Cxe0gRhWm0SicWHdE,"Used to love this place but it's the 2nd visit in a row I called in advance to ask what girls were working and which were available at that very moment and the receptionist out right lied to me. The first time I arrived after speaking to the receptionist she gave my booking away to a punter who just walked in and said I can wait 20 minutes or take another girl, neither of which were acceptable. This time she told me there were 4 girls working and 3 were immediately available. I walk in a few minutes later and she tells me 1 girl is getting ready and the other 3 haven't come in yet to start their shifts. I wait 10 minutes then leave rather than have more of my time wasted.

Replace your lying receptionist with someone honest or lose customers, she's harming your business.",1,1624443858,4 years ago,en
ChIJWyvyD8Cxe0gRhWm0SicWHdE,"This place has always been spectacular! It's been 7 years since I left Manchester and still think about this place.  One of my life's  dearest friendships occurred at that location with I value very much . Long story short , Great place and I'm sure find the treatment u deserve all time everytime.",5,1636084684,4 years ago,en
ChIJWyvyD8Cxe0gRhWm0SicWHdE,It gets better and better.I agree with kabir it's so clean and welcoming and all the ladies are beautiful.Lucy otherwise known as Paula connor is best so cute she has angel tattooed on her entrance,5,1608064017,5 years ago,en
ChIJWyvyD8Cxe0gRhWm0SicWHdE,service is no good I not happy,2,1472175240,9 years ago,en
ChIJWyvyD8Cxe0gRhWm0SicWHdE,Think I am pregnant,5,1521841829,7 years ago,en
ChIJk2GwJbyxe0gRyAWX-vDjkoU,"I was put off visiting this sauna by reading all the bad reviews on here. After visiting a few times I can honestly say that the place is fine. The staff are there to do their job, they have all been fine with me (treat people like you want to be treated). The place is clean, staff are cleaning and making sure everyone is happy constantly. I am at a loss as to why people can not understand that they HAVE to see physical I.D - this is stated on their website, and after a incident that occurred with a friend of mine, I am glad they do this as the staff barred this person and without I.D and knowing who he was this would of been almost impossible to prevent him trying to enter again without some sort of I.D. The place is good and if you go for the right reasons you will not have a problem. Enjoy and give it a go",5,1768867034,2 weeks ago,en
ChIJk2GwJbyxe0gRyAWX-vDjkoU,"Let me be clear!
I was surprised by the number of negative reviews, but as someone who visits gay bathhouses wherever I travel, I had to stop by during my visit to Manchester. Unfortunately, I couldn’t enter the venue this time because I forgot my ID (and yes, it’s standard practice for bathhouses across most European countries to ask for identification, which is perfectly fine). I’ll come back and update my review once I actually experience the venue itself.

But one important thing: there are dozens of negative reviews about the receptionist, the “guy with glasses,” as many call him. Well, I met him too, and we had a lovely chat. I asked him about the negative feedback, and he explained who usually writes those reviews (guess who is not allowed to enter and gets pissed 🚭🚯💊💉).

He also clarified the so‑called “cold shower” issue, which makes total sense: when 100+ men  on busy days keep pressing the shower buttons constantly, hot water for  the boiler doesn’t always have enough time to reheat the water. So it’s not the staff’s fault; it’s just how the system works in their case. Take a quick shower - you’re not at home!

Overall, I had a great impression of the guy. So please, keep your judgment balanced when leaving negative reviews. I’ll definitely be back.

P.S. Towels and condoms are free. Flip-flops (not disposable ones, but proper reusable plastic ones you can keep) cost £3.

Keep up the gay culture Manchester. Much love!",5,1767543046,a month ago,en
ChIJk2GwJbyxe0gRyAWX-vDjkoU,"This is a nice, clean and modern sauna. It has a nice mix of customers and a polite atmosphere. A nice big downstairs area. Busy on Sunday afternoon.
As at January 2026 the sauna is not working but the steam room is large and nice. On a busy Sunday with 130 people the hot water ran out. So cold showers for everyone!",3,1767546709,a month ago,en
ChIJk2GwJbyxe0gRyAWX-vDjkoU,"Man with glass on has 0 customer service skills , i arrived never been before to Manchester sauna nervous as it is man on desk said i on something i said erm what do u mean he said your eye is twitching, so said ohh I have vocal ticks  Tourette's and ADHD hhe so rude didn't pull me to dide for chat see everything okay as others arrived at. Desk other listen goot em going redder I was getting embarrassed, so his reply was need to need medical record to confirm this, as never had it he said come back in hour had travelled all way from Liverpool, if you have hidden disabilities this isnt place you turn u away, my confidence has now gone wont be returning",1,1768764623,2 weeks ago,en
